Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Media & Marketing,Lara Daniel,29,Germany,Cofounders, Pulse Group,"Daniel and Kastenholz co-founded the Pulse Group, a global market leader in influencer marketing. Since 2014 and without investors, the pair has created an international powerhouse with a team of 60 and offices in Hamburg, New York City and Milan. Pulse is one of few international groups controlling both sides of the value chain: demand as an ad agency and supply as talent management.",https://uk.linkedin.com/in/laramdaniel,Lara Daniel ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Christoph Kastenholz,27,Germany,Cofounders, Pulse Group,"Daniel and Kastenholz co-founded the Pulse Group, a global market leader in influencer marketing. Since 2014 and without investors, the pair has created an international powerhouse with a team of 60 and offices in Hamburg, New York City and Milan. Pulse is one of few international groups controlling both sides of the value chain: demand as an ad agency and supply as talent management.",,,FALSE,
30 Under 30 - Europe - Media & Marketing,Léa Steinacker,28,Germany,Chief Innovation Officer, WirtschaftsWoche,"As CIO of WirtschaftsWoche, one of Germany's leading business magazines, Steinacker has helped bring the 90-year-old brand into the 21st century by developing live events, experimental content and new business models. These include a virtual reality platform, an algorithmic interface to expand the company's newsletter portfolio and a chatbot, as well as an event called FutureBoard which revolves around AI, robotics, IoT and the future of work.",https://www.linkedin.com/in/l%C3%A9a-steinacker-77948827,Léa Steinacker ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Jakob Wais,28,Germany,Head of New Platforms and Video, BILD,"Bild, one of Europe's largest newspapers by circulation, has also become one of the continent's largest publishers by digital reach, and Wais is, at least in part, to thank. As head of new platforms and video, he has built long-lasting global partnerships with platforms and publishers. These deals allowed BILD to launch on Snapchat Discover and Facebook Instant Article. His next hurdle? Focusing on BILD's shift to video in hopes of further monetizing reach and subscriptions.",https://www.linkedin.com/in/jakob-wais-b16980125,Jakob Wais ,TRUE,NO
30 Under 30 - Europe - Technology,Maria Markstedter,26,Germany,Founder, Azeria Labs,"Recognizing the central role of embedded systems like ARM in the proliferation of the Internet of Things, Maria Markstedter founded Azeria Labs in May 2017 to help people start prodding the security of ARM-based technologies and understand how to test the Internet of Things for critical vulnerabilities. ARM Ltd. has already made Markst its first Security Innovator, giving her access to ARM technologies early for testing. She also helps organize Blackhoodie, a women-only private conference that was set up by Marion Marschalek (Forbes 30 under 30 EU 2016). And she's just been invited to join the Review Board of the prestigious Black Hat hacker conference in the U.S.",NO PROFILE,Maria Markst. ,FALSE,YES
30 Under 30 - Europe - Technology,Alan Nichol,28,Germany,Cofounders, Rasa,"Rasa's conversational AI platform for enterprise helps clients like UBS, Hevetia and ERGO tap machine learning libraries to build their own bots and assistants. Weidauer says Rasa's challenge is wading through a mass of inbound interest to pick the right customers. The startup has eight full-time employees and works with 'thousands' of developers.",https://www.linkedin.com/in/anichol,Alan Nichol ,TRUE,NO
30 Under 30 - Europe - Technology,Alexander Weidauer,29,Germany,Cofounders, Rasa,"Rasa's conversational AI platform for enterprise helps clients like UBS, Hevetia and ERGO tap machine learning libraries to build their own bots and assistants. Weidauer says Rasa's challenge is wading through a mass of inbound interest to pick the right customers. The startup has eight full-time employees and works with 'thousands' of developers.",,,FALSE,
30 Under 30 - Europe - Law & Policy,Kristina Tremonti,27,Greece,Founder, I Paid A Bribe Greece,"Tremonti is an anti-corruption analyst fighting for a better Greek government. Since being pressured to bribe a public hospital to get treatment for her grandfather with prostate cancer, she has been fighting corruption on many fronts, even advising the Greek Minister of Defense on these issues from 2015 to 2016.",https://www.linkedin.com/in/kristina-marie-tremonti-40a0209,Kristina Marie Tremonti ,FALSE,NO
30 Under 30 - Europe - Industry,Stavros Tsompanidis,24,Greece,Founder, PHEE,"Tsompanidis is founder of PHEE, which manufactures gift boxes and iPhone cases from the dead leaves of the sea plant Posidonia Oceanica (aka Neptune Grass). The company is one of the first to turn this plant into a useful product and recently won an award for best startup in sustainable development at the Startup Greece Awards.",https://www.linkedin.com/in/stavros-tsobanidis-89164766,Stavros Tsobanidis ,FALSE,NO
30 Under 30 - Europe - Art & Culture,Barbara Palvin,24,Hungary,Owner, Bros Restaurant,"Hungarian native Barbara Palvin's modeling career started in the unlikeliest of places: while running errands with her mother in a small town near Budapest when she was a teenager. By 2010, at the age of just 17, Palvin was walking the Prada runway in Milan and the Nina Ricci runway in Paris; two years later, she walked the stage in the Victoria's Secret Runway Show. In 2016, Palvin cracked the #17 spot on Forbes' list of highest-paid models in the world.",https://www.linkedin.com/in/barbara-palvin-67375a108,barbara palvin ,FALSE,NO
30 Under 30 - Europe - Entertainment,Katinka Hosszu,28,Hungary,Athlete, Swimming,"Hungarian swimmer Hosszu boasts 3 Olympic gold medals, 7 World Championship gold medals and 13 European Championship golds. Leveraging her ""Iron Lady"" nickname, Hosszy now has an e-commerce shop and, with her husband and coach, runs a training facility in Hungary.",https://www.linkedin.com/in/katinka-hosszu-674065102,Katinka Hosszu ,TRUE,NO
30 Under 30 - Europe - Entertainment,Barbara Palvin,24,Hungary,Model,,"Hungarian native Barbara Palvin's modeling career started in the unlikeliest of places: while running errands with her mother in a small town near Budapest when she was a teenager. By 2010, at the age of just 17, Palvin was walking the Prada runway in Milan and the Nina Ricci runway in Paris; two years later, she walked the stage in the Victoria's Secret Runway Show. In 2016, Palvin cracked the #17 spot on Forbes' list of highest-paid models in the world.",https://www.linkedin.com/in/barbara-palvin-575219b5,Barbara Palvin ,TRUE,NO
30 Under 30 - Europe - Law & Policy,András Fekete-Gyor,28,Hungary,Party leader, Momentum Mozgalom,"Fekete-Gy?r is the leader of Hungary's new Momentum Movement party, a coalition of support for democracy in Hungary that directly opposes Viktor Orbán. His NOlimpia movement led the opposition effort to Budapest's bid for the Olympics.",https://www.linkedin.com/in/andrás-fekete-győr-ab9200b5,András Fekete-Győr ,FALSE,NO
30 Under 30 - Europe - Retail & Ecommerce,Ailbhe Keane,25,Ireland,Cofounders, Izzy Wheels,"Ailbhe was inspired to start Izzy Wheels by her younger sister, Izzy, who has spina bifida and is paralyzed from the waist down. Launched in 2016, Izzy Wheels sells stylish, playful wheel covers for wheelchair users. The Dublin-based startup donates a percentage of sales from its designer collaboration collections to Irish disability charities.",https://www.linkedin.com/in/ailbhe-keane-894122124,Ailbhe Keane ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Izzy Keane,20,Ireland,Cofounders, Izzy Wheels,"Ailbhe was inspired to start Izzy Wheels by her younger sister, Izzy, who has spina bifida and is paralyzed from the waist down. Launched in 2016, Izzy Wheels sells stylish, playful wheel covers for wheelchair users. The Dublin-based startup donates a percentage of sales from its designer collaboration collections to Irish disability charities.",,,FALSE,
30 Under 30 - Europe - Technology,Haytham Assem,29,Ireland,Chief Scientist, IBM Ireland,"Haytham Assem is the youngest Master Inventor in IBM history, a title awarded in 2015. He has several papers published in top tier conferences and more than 35 patents filed in different domains related to smart cities and artificial intelligence. He is currently a technical manager and chief scientist in IBM Dublin. Assem has received 12 IBM Invention awards, the first announced Innovation Development Team Award by IBM and several more.",https://be.linkedin.com/in/haythamassem,Haytham Assem ,TRUE,NO
30 Under 30 - Europe - Technology,Shane Curran,17,Ireland,Founder, qCrypt,"Still studying at school, Shane Curran is the founder and CEO of qCrypt, a company that promises next-generation post-quantum security solutions to businesses. It's focused on developing encryption systems that are both faster and resistant to known attacks by quantum computers. Curran, who's still at high school as he manages his small company, says he's expecting $5 million in revenue in 2018. He was named BT Young Scientist of the Year 2017 for his ideas that now make up qCrypt.",https://www.linkedin.com/in/shanemcurran,Shane Curran ,TRUE,NO
30 Under 30 - Europe - Science & Healthcare,Michael Braginsky,29,Israel,Cofounders, Aidoc,"Aidoc aims to solve one of the most painful bottlenecks in medicine: medical image diagnosis. Aidoc uses deep learning-based AI to detect critical findings in medical images and help physicians read medical images more efficiently. Seven major hospitals are participating in their beta program, and they've raised $10.5 million. After receiving the regulatory go-ahead to commercialize their product in Europe, they're working with multiple sites and planning to open a new EU headquarters in the next several months.",https://www.linkedin.com/in/michael-b-braginsky-72885616,Michael B. Braginsky ,FALSE,NO
30 Under 30 - Europe - Science & Healthcare,Guy Reiner,28,Israel,Cofounders, Aidoc,"Aidoc aims to solve one of the most painful bottlenecks in medicine: medical image diagnosis. Aidoc uses deep learning-based AI to detect critical findings in medical images and help physicians read medical images more efficiently. Seven major hospitals are participating in their beta program, and they've raised $10.5 million. After receiving the regulatory go-ahead to commercialize their product in Europe, they're working with multiple sites and planning to open a new EU headquarters in the next several months.",,,FALSE,
30 Under 30 - Europe - Science & Healthcare,Elad Walach,29,Israel,Cofounders, Aidoc,"Aidoc aims to solve one of the most painful bottlenecks in medicine: medical image diagnosis. Aidoc uses deep learning-based AI to detect critical findings in medical images and help physicians read medical images more efficiently. Seven major hospitals are participating in their beta program, and they've raised $10.5 million. After receiving the regulatory go-ahead to commercialize their product in Europe, they're working with multiple sites and planning to open a new EU headquarters in the next several months.",,,FALSE,
30 Under 30 - Europe - Art & Culture,Gilda Ambrosio,25,Italy,Cofounder, Attico,"With more than 185,000 followers on Instagram, Gilda Ambrosio is the ""It"" girl of social media fashion bloggers and on of the top ten fashion influencers in the world today. Born in Naples in 1992 and now living in Milan, she grew up surrounded by fashion in her parents' boutique, and enjoyed dressing up the shop's mannequins because, as a chubby child, she says she felt self-conscious about wearing them herself. Ambrosio studied fashion design at the Istituto Marangoni, and last year, together with her friend Giorgia Tordini, created the Attico brand, an eclectic and refined, unique line which was presented during Fashion Week in a penthouse in Milan.",NO PROFILE,gilda ambrosio ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Davide Caranchini,27,Italy,Cofounder, Artland,"Davide Caranchini has received his culinary training around the world and from of the best names in food at Michel Roux Jr.'s famed Le Gavroche in Paris, Heinz Beck's Apsleys in London, and Rene Redzepi's Noma in Copenhagen, but what inspires him most comes from much closer to home. His restaurant, Materia, draws from the traditions of its Como location as well as an on-site greenhouse, where he grows the herbs and vegetables he needs for his critically-acclaimed tasting menus (one of which is entirely vegetarian). ""We would like to do fine dining, but a bit different pop fine dining,"" Caranchini told the New York Times in a recent feature.",NO PROFILE,Beatrix Anne Chua ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Floriano Pellegrino,27,Italy,Dancer, Royal Ballet,"Floriano Pellegrino owns an ambitious contemporary modern restaurant in the heart of Italy's ""boot"" region. He honed his cooking by traveling the world before setting up shop at home: he did time at Noma in Copenhagen and Claude Bosi in London, to name a few. Bros, the restaurant he runs alongside his younger brother Giovanni, has been called ""a breath of fresh ideas and delicacies"" by culinary critics in Italy and abroad.",https://www.linkedin.com/in/floriano-pellegrino-47b25b134/,Lauren Pellegrini (Knudsen) ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Lorenzo Uggeri,29,Italy,Owner, Luc Aarts,"Lorenzo Uggeri wants to build a new generation of art collectors, and he's doing it by taking the purchase process out of the auction house and onto the internet and, specifically, onto Kooness.com, the online art marketplace he founded in 2015. Thanks in part to the convenience and education it provides to new buyers, the platform has grown significantly since its launch; it now showcases work from 250 galleries from five continents. Uggeri holds an MS in Economics and Management of Innovations and Technologies from Bocconi University, Milan.",https://www.linkedin.com/in/lorenzo-uggeri-54492b59,Lorenzo Uggeri ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Matteo Parisi,29,Italy,Cofounder, Vinhood,"Meet Vinhood, your virtual sommelier. After walking first-time users through a test to identify their tastes, Vinhood suggests wines that are available for purchase on the site. Founded by Parisi and four partners, Vinhood expects revenue to double this fiscal year.",https://www.linkedin.com/in/matteo-parisi-39947251,Matteo Parisi ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Simone Ricucci,27,Italy,Founder, YouDroop,"YouDroop is a B2B, dropshipping marketplace for suppliers and retailers which allows users to sell online without a warehouse. An experienced e-commerce manager, Ricucci started the company in 2015 with ?20,000 of his own money and ?80,000 contributed by his business partner. The Turin-based company has served 10,000 customers.",https://www.linkedin.com/in/simonericucci,Simone Ricucci ,TRUE,NO
30 Under 30 - Europe - Science & Healthcare,Giuseppe Cicero,28,Italy,Cofounders, OurPath,"The usual 2D images generated from CT scans are not great for dentists trying to prepare to do surgery and explain to patients what they'll be doing. Oral3D enables dentists to create 3D printed models of a patient's mouth in less than one hour, making surgery more predictable and communication with patients easier.",https://www.linkedin.com/in/giuseppe-cicero-80a60531,Giuseppe Cicero ,TRUE,NO
30 Under 30 - Europe - Industry,Giovanni Anceschi,28,Italy,COO, Energy Way,"Anceschi heads up research and development at Energy Way, which uses mathematical models to allow its customers to optimize their industrial processes. This includes projects like improving energy savings for supermarkets or developing better scheduling algorithms for a manufacturer.",https://www.linkedin.com/in/giovanni-anceschi-16a87263,Giovanni Anceschi ,TRUE,NO
30 Under 30 - Europe - Industry,Alessio Lorusso,27,Italy,Founder, Roboze,"Lorusso is the founder and CEO of Roboze, which builds 3D printers for large industrial manufacturers like GE and Airbus. Lorusso built his first 3D printer when he was only 17 years old, and in the two years since the company was founded, it's already generating over $1.4 million in revenue per year - without raising capital from investors. Roboze's 3D printers, unlike traditional 3D printers, are beltless, which enables more precise 3D printing with lower maintenance costs. The company also makes its own proprietary materials for applications such as aerospace and medical products.",https://www.linkedin.com/in/lorussoroboze,Alessio Lorusso ,TRUE,NO
30 Under 30 - Europe - Media & Marketing,Alice Tomassini,29,Italy,Filmmaker,,"Italian documentary filmmaker Tomassini has had many roles behind the camera, most recently on the production side of a secular documentary about the relationship between the church and social media, as well as a series of short documentaries on the social impact of technology. Over the past few years, she has also started experimenting at the intersection of virtual reality and tactile sensorial experiences, and in the coming months, she plans to begin shooting one of the first short tactile/VR documentaries.",https://www.linkedin.com/in/alice-tomassini-3367898b,Alice Tomassini ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Blinera Meta Shala,26,Kosovo,Directors, Open Data Kosovo,"Open Data Kosovo (ODK) is bringing government transparency and accountability through technology.The leadership team works to improve Kosovo through increasing civic engagement through technology, opening government data, and engaging in digital humanitarianism.<br><br>*Note: Blinera has recently transitioned to a similar role with an international focus at Open Knowledge Finland. She continues to advise Open Data Kosovo where Blerta and Dafina continue to lead as Director and Deputy Director.",https://us.linkedin.com/in/blinerameta,Blinera Meta Shala ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Dafina Olluri,26,Kosovo,Directors, Open Data Kosovo,"Open Data Kosovo (ODK) is bringing government transparency and accountability through technology.The leadership team works to improve Kosovo through increasing civic engagement through technology, opening government data, and engaging in digital humanitarianism.<br><br>*Note: Blinera has recently transitioned to a similar role with an international focus at Open Knowledge Finland. She continues to advise Open Data Kosovo where Blerta and Dafina continue to lead as Director and Deputy Director.",,,FALSE,
30 Under 30 - Europe - Law & Policy,Blerta Thaci,26,Kosovo,Directors, Open Data Kosovo,"Open Data Kosovo (ODK) is bringing government transparency and accountability through technology.The leadership team works to improve Kosovo through increasing civic engagement through technology, opening government data, and engaging in digital humanitarianism.<br><br>*Note: Blinera has recently transitioned to a similar role with an international focus at Open Knowledge Finland. She continues to advise Open Data Kosovo where Blerta and Dafina continue to lead as Director and Deputy Director.",,,FALSE,
30 Under 30 - Europe - Science & Healthcare,Jawad Fares,26,Lebanon,Founder, LabGenius,"Jawad Fares' research on injuries from cluster munitions -- bombs that release lots of smaller explosives -- led to the ""Fares Scale of Injuries due to Cluster Munitions"" that assesses injuries based on functional impairment. The scale helps better classify the wounds of victims and determine the best possible treatment.",https://www.linkedin.com/in/jawad-fares-282466109,Jawad fares ,FALSE,NO
30 Under 30 - Europe - Big Money,Laurynas Jokubaitis,25,Lithuania,Cofounders, Monetha,"With Monetha, Jokubaitis and Pikelis are creating a decentralized trust and reputation system for global commerce in combination with a mobile payment solution on the Ethereum blockchain. Sellers profit from a transparent reputation to boost their commerce, and buyers gain certainty while purchasing. Their ICO raised $37 million in 18 minutes.",https://www.linkedin.com/in/laurynas-jokubaitis-2b460248,Laurynas Jokubaitis ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Nina Angelovska,29,Macedonia,Cofounder, Grouper.mk,"In 2011, a then-21-year-old Angelovska won a national competition for her business plan and subsequently launched Grouper.mk, Macedonia's first group deal buying platform. At the time, only 1% of Macedonians shopped online. Grouper.mk currently has more than 2,500 merchant partners and 170,000 registered users.",https://www.linkedin.com/in/ninaangelovska,"Nina Angelovska, PhD ",FALSE,NO
30 Under 30 - Europe - Media & Marketing,Zarko Dimitrioski,28,Macedonia,Cofounder, Eden na Eden,"Dimitrioski, a TV host, and his brother founded marketing agency Eden na Eden in 2012. Since then, they have grown the company to a staff of 25, and it has become one of the few full-service marketing agencies in Macedonia, counting some of the country's biggest brands such as Alkaloid and Golden Art among its clients. Recently, Dimitrioski was awarded national Entrepreneur of the Year by the Macedonian Enterprise Development Foundation.",https://www.linkedin.com/in/zarkodimitrioski,Zarko Dimitrioski ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Sara Ezabe Malliue,21,Malta,Cofounder, #RedefiningUs,"After facing discrimination for wearing a headscarf, Ezabe Malliue founded the #RedefiningUs movement and--as a recipient of Queen Elizabeth's Young Leaders Award--had a royal audience to discuss being a Muslim in a Catholic country. She is also the commissioner of the National Youth Council in Malta.",https://www.linkedin.com/in/sara-ezabe-691960101,Sara Ezabe ,FALSE,NO
30 Under 30 - Europe - Law & Policy,Mihaela Spataru,28,Moldova,Member of Parliament, Parliament of the Republic of Moldova,"Sp?taru is the only woman on the Moldovan parliamentary committee for National Security, Defense, and Internal Affairs, where her work focuses on cybersecurity and informational space security issues. She is a member of the Parliamentary working group on changing the constitution to include European Integration in the constitution's text.",NO PROFILE,Mihaela Iachimovici ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Karim Adduchi,29,Netherlands,Founder, Karim Adducchi,"Amsterdam-based illustrator, painter and fashion designer Karim Adduchi was born in Imzouren, Morocco, in 1988 and moved at the age of five to Barcelona. Unable to speak Spanish or Catalan, Adduchi turned to drawing as a means of self-expression. Seeing great talent in his drawings, his tutors urged him to attend the Institute of Fine Arts in Barcelona. In 2011 he moved to Amsterdam to pursue his education in fashion; he graduated in 2015 with a striking collection called ""She Knows Why the Caged Bird Sings."" In 2016 Adducchi presented ""She Lives Behind the Courtyard Door,"" to critical acclaim.",https://www.linkedin.com/in/karim-adduchi-31366932,Karim Adduchi,TRUE,NO
30 Under 30 - Europe - Art & Culture,Christian Luiten,24,Netherlands,Cofounders, Avant Arte,"Christian Luiten and Curtis Penning launched Avant Arte in 2015 as a digital outlet for their personal journey in the world of arts. While casually pursuing the Picassos of our time, the platform quickly gained a large following and created a community from Charleston to Teheran. Avant Arte is comprised of curators, designers, and developers working on online and offline with bespoke initiatives that empower the new art collector and help artists to reach the right audience. Followers include contemporary art specialists Brett Gorvy, Simon de Pury, and the Director of London's Serpentine Gallery Hans Ulrich Obrist. International media reports refer to Avant Arte as ""one of the most influential online art blogs.""",https://nl.linkedin.com/in/christian-luiten-3371b7ab,Christian Luiten ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Curtis Penning,22,Netherlands,Cofounders, Avant Arte,"Christian Luiten and Curtis Penning launched Avant Arte in 2015 as a digital outlet for their personal journey in the world of arts. While casually pursuing the Picassos of our time, the platform quickly gained a large following and created a community from Charleston to Teheran. Avant Arte is comprised of curators, designers, and developers working on online and offline with bespoke initiatives that empower the new art collector and help artists to reach the right audience. Followers include contemporary art specialists Brett Gorvy, Simon de Pury, and the Director of London's Serpentine Gallery Hans Ulrich Obrist. International media reports refer to Avant Arte as ""one of the most influential online art blogs.""",,,FALSE,
30 Under 30 - Europe - Art & Culture,Sophie Hardeman,27,Netherlands,Creative Director, Heliot Emil,"Amsterdam-based Sophie Hardeman graduated from Gerrit Rietveld Academy in Amsterdam in 2015, launched her own eponymous brand almost immediately thereafter, and showed her first collection ""Out of the Blue"" during New York Fashion Week in February 2015. The latest collection was shown during NYFW an as well during the LA and Paris Fashion Weeks. Hardeman's collection, which counts Rihanna and Lady Gaga as fans, is sold worldwide, including at Van Ravenstein in Amsterdam, Colette in Paris, H.Lorenzo in Los Angeles, RADD Lounge in Tokyo.",NO PROFILE,Hanne Sophie Hjorth Jensen ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Negin Mirsalehi,29,Netherlands,Dancer, Physics on Pointe,"Two years ago Mirsalehi turned down a $800,000 payday for a brand ambassadorship with a major hair-care line. She had bigger plans: launching her own self-funded hair-care brand Gisou featuring products inspired by her family's history as sixth generation beekeepers. Last year Gisou did almost $3 million in sales, while she continued to make $20,000 per sponsored Instagram post thanks to her 4.5 million followers.",NO PROFILE,Top 25 Kiyara profiles ,FALSE,YES
30 Under 30 - Europe - Art & Culture,Martijn Nekoui,28,Netherlands,Model,,"Martijn Nekoui created the MOAM platform to offer the opportunity for young creative talents to be coached by iconic names from the Dutch creative industry and to deliver art and culture to a broad audience. Through his enthusiasm, creativity and analytical ability Martijn has made MOAM into a well-known company within the Dutch creative industry. The MOAM collective project offers the opportunity for a group of young designers to create a haute couture collection. The collectivehas worked together with such companies as the Rijksmuseum, Doutzen Kroes, Jan Taminiau and Mart Visser. Besides MOAM, Martijn organizes exhibitions at FOAM and EYE showcasing young talent of different disciplines.",https://www.linkedin.com/in/martijn-nekoui-73774754,Martijn Nekoui ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Lizzy Stuyfzand,22,Netherlands,Artist, Marina Sula,"Amsterdam-based Lizzy Stuyfzand received her BA in Fashion Design from ArtEZ Institute of Fine Arts in June 2017. Specializing in textiles and material, Lizzy combines new treasures from both daily life and the fashion industry to create her own look. Her two internships  - at HOH Hoferhecht embroideries in Vorarlberg, Austria, and Marques Almeida in East Lonndon  -  became the starting point for her July 2017 graduation collection, ""Call Me Magpie"", which won the prestigious Lichting 2017 Award, presented to the best graduation collection of The Netherlands every year. Press coverag called her ""Call Me Magpie"" a ""playful, authentic and cheerful homage to Austrian craft and London club kids."" Stuyfzand wants to pursue textile research, exploring new directions within her work and learning as much as possible in the near future.",https://www.linkedin.com/in/lizzy-stuyfzand-88301679/,Marieke van de Ven ,FALSE,YES
30 Under 30 - Europe - Entertainment,Max Verstappen,20,Netherlands,Racer, Red Bull Racing,"At 17, Verstappen, who competes for the Dutch with Red Bull Racing, became the youngest driver to participate in an F1 race. He won the FIA Personality of the Year award from 2015 to 2017, the 2016 Spanish Grand Prix, the 2017 Mexican Grand Prix and the 2017 Malaysian Grand Prix.",NO PROFILE,Can Max Verstappen Score A Podium On His Red Bull Racing ...,FALSE,YES
30 Under 30 - Europe - Entertainment,Negin Mirsalehi,29,Netherlands,Cofounder, Gisou,"Two years ago Mirsalehi turned down a $800,000 payday for a brand ambassadorship with a major hair-care line. She had bigger plans: launching her own self-funded hair-care brand Gisou featuring products inspired by her family's history as sixth generation beekeepers. Last year Gisou did almost $3 million in sales, while she continued to make $20,000 per sponsored Instagram post thanks to her 4.5 million followers.",https://www.linkedin.com/company/9483140/,Gisou by Negin Mirsalehi ,FALSE,YES
30 Under 30 - Europe - Law & Policy,Don Ceder,28,Netherlands,Founder, Ceder Advocatuur,"Ceder founded Ceder Advocatuur, a Netherlands law firm that defends citizens against unlawful claims and debt collection disputes, while working to provide accessible legal assistance for everyone. A politician as well, Ceder is the party leader of ChristenUnie in Amsterdam.",https://www.linkedin.com/in/dceder,Don Ceder ,TRUE,NO
30 Under 30 - Europe - Law & Policy,Bas van Rossum,25,Netherlands,President Global Youth Commission, International Federation of Red Cross and Red Crescent Societies (IFRC),"As a member of IFRC's governing board, Bas sets strategy for global operations at one of the largest humanitarian organizations in the world. The President of the Global Youth Commission, he also makes global policy and strategy decisions for IRFC's work with their 9 million young volunteers and more than 100 million young beneficiaries.",https://www.linkedin.com/in/basvrossum,Bas van Rossum ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Valerie Hirschhauser,28,Netherlands,Cofounders, Frank About Tea,"After touring East Africa on motorcycles, the duo decided to bring 100% natural, African loose teas to Europe. Hirschhauser and Kellerman founded the direct-trade monthly tea subscription in October 2016 and earned a spot on the Sustainable Young 100 list. Frank About Tea expects to hit ?200,000 in revenue in 2018.",https://www.linkedin.com/in/valeriehirschhauser,Valerie Hirschhauser ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,David Kellerman,29,Netherlands,Cofounders, Frank About Tea,"After touring East Africa on motorcycles, the duo decided to bring 100% natural, African loose teas to Europe. Hirschhauser and Kellerman founded the direct-trade monthly tea subscription in October 2016 and earned a spot on the Sustainable Young 100 list. Frank About Tea expects to hit ?200,000 in revenue in 2018.",,,FALSE,
30 Under 30 - Europe - Retail & Ecommerce,Hans Ober,29,Netherlands,Cofounder, TicketSwap,"In 2012, Ober and two partners founded TicketSwap, a platform where users can easily buy and sell at fair prices, which are capped at 20% over face value to curb scalping. TicketSwap vets sellers and works with ticketing companies, venues and promoters to ensure ticket validity. Based in Amsterdam, TicketSwap has 2 million registered users.",https://www.linkedin.com/in/hans-ober-32b31248,Hans Ober ,TRUE,NO
30 Under 30 - Europe - Big Money,Marijn Flipse,24,Netherlands,Cofounder, Bolt Mobility,"Dubbed the ""Dutch Tesla on Two Wheels,"" Bolt Mobility wants to dominate the electric scooter market. Instead of raising traditional venture capital, the company raised ?6.3 million in crowdfunding. At 24-years-old, Marijn Flipse is both a cofounder and COO of the transportation startup, an important role as the company readies itself for launch. Bolt's first product, AppScooter, will be launched in 2019-- just in time as several European governments are beginning to outlaw petrol scooters on the streets.",https://www.linkedin.com/in/mflipse,Marijn Flipse ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Simon Bushell,27,Netherlands,Founder, Sympower,Sympower is a demand response aggregator that enables smarter energy use through a sustainable solution to fluctuations in energy supply and demand. The goal of founder Simon Bushell is to facilitate the transition to a cleaner energy system by synchronising energy consumption with renewable resources.,https://www.linkedin.com/in/sbushell,Simon Bushell ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Jasper Gabrielse,26,Netherlands,Cofounders, Seepje,"Gabrielse and Loggies have built a line of detergents and all-purpose cleaning products using Napalese fruit shells. The natural and potent cleaner is both good for the environment and supports farmers in Nepal. Currently, there are nine Seepje products available in more than 1,100 stores in the Netherlands and Belgium.",https://www.linkedin.com/in/jaspergabrielse,Jasper Gabrielse ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Melvin Loggies,26,Netherlands,Cofounders, Seepje,"Gabrielse and Loggies have built a line of detergents and all-purpose cleaning products using Napalese fruit shells. The natural and potent cleaner is both good for the environment and supports farmers in Nepal. Currently, there are nine Seepje products available in more than 1,100 stores in the Netherlands and Belgium.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Jacintha Baas,25,Netherlands,Cofounders, Sustainer Homes,"The building industry accounts for one third of global CO2 emissions. Sustainer Homes has developed a modular system that designs and constructs radically sustainable homes--all while cutting 90% of CO2 emissions. In addition to building hundreds of dream homes already, they have three entirely sustainable neighborhoods planned to begin construction early this year.",https://www.linkedin.com/in/jacintha-baas-b578837b,Jacintha Baas ,TRUE,NO
30 Under 30 - Europe - Social Entrepreneurs,Wolf Bierens,28,Netherlands,Cofounders, Sustainer Homes,"The building industry accounts for one third of global CO2 emissions. Sustainer Homes has developed a modular system that designs and constructs radically sustainable homes--all while cutting 90% of CO2 emissions. In addition to building hundreds of dream homes already, they have three entirely sustainable neighborhoods planned to begin construction early this year.",,,FALSE,
30 Under 30 - Europe - Social Entrepreneurs,Sol van Kempen,27,Netherlands,Cofounders, Sustainer Homes,"The building industry accounts for one third of global CO2 emissions. Sustainer Homes has developed a modular system that designs and constructs radically sustainable homes--all while cutting 90% of CO2 emissions. In addition to building hundreds of dream homes already, they have three entirely sustainable neighborhoods planned to begin construction early this year.",,,FALSE,
